teks_bersih,kategori,urgensi,instansi
dengan hormat info jadwal dokter di puskesmas ga pernah diupdate tolong cepet ditangani,kesehatan,biasa,Dinas Kesehatan
kepada yth pemda ada beberapa warga buang sampah sembarangan di pinggir jalan harap segera ada tindakan,kebersihan,biasa,Dinas Lingkungan Hidup
mohon ada warga yang pelihara ayam di pemukiman padat bau dan berisik mohon ditindak,keamanan,biasa,Satuan Polisi Pamong Praja
jalan berlubang gede di depan sekolah udah ada yang jatuh kami sangat terganggu,infrastruktur,urgen,Dinas Pekerjaan Umum
terimakasih pemda sudah perhatikan warga kecil seperti kami sudah kami laporkan berkali kali,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mas bak sampah komunal di rt kami jarang diangkut tolong dong,kebersihan,biasa,Dinas Lingkungan Hidup
mbak info jadwal dokter di puskesmas ga pernah diupdate,kesehatan,biasa,Dinas Kesehatan
permisi mau lapor lampu taman di alun alun beberapa yang mati tolong cepet ditangani,infrastruktur,biasa,Dinas Pekerjaan Umum
tiang listrik mau roboh nempel ke pohon rawan banget kena angin minta tolong banget,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mbak limbah pabrik dibuang ke kali sumber air minum warga pada mual mual udah lama nih,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
laporan: wabah dbd menyebar cepet udah 5 orang di rt kami positif,kesehatan,sangat_urgen,Dinas Kesehatan
kepada yth pemda sampah di tps udah meluber ke jalan bau banget lalat dimana mana udah lama nih,kebersihan,urgen,Dinas Lingkungan Hidup
pak penipuan berkedok arisan online makan banyak korban di kelurahan kami harap segera ada tindakan,keamanan,urgen,Satuan Polisi Pamong Praja
halo pemda lampu penerangan di jembatan mati gelap berbahaya malam hari segera ya pak,infrastruktur,urgen,Dinas Pekerjaan Umum
bu pak walikota salatiga keren banget programnya bagus kami tunggu tindakannya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
jembatan gantung mau putus kabelnya udah pada karatan parah udah lama nih,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
balita di desa kami banyak yang kena gizi buruk butuh intervensi segera mohon ditindak,kesehatan,sangat_urgen,Dinas Kesehatan
minta tolong ada pembunuhan di kampung kami semalam pelaku masih berkeliaran warga takut kapan diselesaikan,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mas jadwal dokter spesialis di puskesmas terlalu sedikit,kesehatan,biasa,Dinas Kesehatan
konflik warga udah berlangsung lama belum ada penyelesaian dari aparat mohon ditindak,keamanan,urgen,Satuan Polisi Pamong Praja
bak sampah komunal di rt kami jarang diangkut,kebersihan,biasa,Dinas Lingkungan Hidup
halo pemda ada warung yang buka sampai larut malam berisik kapan diselesaikan,keamanan,biasa,Satuan Polisi Pamong Praja
dengan hormat posyandu ga aktif udah 4 bulan balita ga ada yang pantau,kesehatan,urgen,Dinas Kesehatan
ada keluhan nih ktp saya udah 5 bulan belum jadi padahal semua syarat udah lengkap,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
gorong gorong di bawah jalan tersumbat air meluap ke jalan,infrastruktur,urgen,Dinas Pekerjaan Umum
selamat pagi mau lapor sertifikat tanah saya ga kunjung kelar udah setaun nunggu,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
imunisasi anak di kelurahan kami ga jalan udah berbulan bulan harap segera ada tindakan,kesehatan,urgen,Dinas Kesehatan
mbak tempat sampah di halte bus udah penuh perlu dikosongkan,kebersihan,biasa,Dinas Lingkungan Hidup
halo selamat siang nomor antrian di kantor kecamatan sistemnya masih manual mohon ditindak,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
permisi mau lapor tempat sampah di taman rusak perlu diganti sudah kami laporkan berkali kali,kebersihan,biasa,Dinas Lingkungan Hidup
mohon halo pak bupati semoga sehat selalu dan sukses terus minta tolong banget,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
halo pemda puskesmas keliling sdh lama enggak beroperasi ke desa kami sudah kami laporkan berkali kali,kesehatan,urgen,Dinas Kesehatan
tolong cat jembatan udah kusam perlu dicat ulang mohon ditindak,infrastruktur,biasa,Dinas Pekerjaan Umum
jembatan gantung mau putus kabelnya udah pada karatan parah tolong cepet ditangani,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
ada pedagang yang jualan di badan jalan bahayain pengendara,keamanan,biasa,Satuan Polisi Pamong Praja
selamat pagi mau lapor pembuangan sampah ilegal di pinggir sawah menggunung warga resah ini,kebersihan,urgen,Dinas Lingkungan Hidup
minta tolong peredaran narkoba terang terangan di dekat sekolah anak anak terancam,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
pos ronda di rt kami sudah rusak perlu diperbaiki warga resah ini,infrastruktur,biasa,Dinas Pekerjaan Umum
kepada yth pemda ktp saya udah 5 bulan belum jadi padahal semua syarat udah lengkap harap segera ada tindakan,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
halo selamat siang sindikat penipuan online beroperasi di wilayah kami sudah banyak korban udah lama nih,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mohon sampah di tps udah meluber ke jalan bau banget lalat dimana mana kami sangat terganggu,kebersihan,urgen,Dinas Lingkungan Hidup
papan informasi kesehatan di puskesmas jarang diperbarui tolong dong,kesehatan,biasa,Dinas Kesehatan
tolong ada pembuangan limbah ilegal di dekat sekolah baunya menyengat,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mohon fasilitas toilet di puskesmas kurang bersih tolong dong,kesehatan,biasa,Dinas Kesehatan
mas tempat hiburan malam berisik ganggu warga sekitar tiap malam minggu terima kasih sebelumnya,keamanan,biasa,Satuan Polisi Pamong Praja
rambu lalu lintas di tikungan tajam hilang ga ada gantinya,infrastruktur,urgen,Dinas Pekerjaan Umum
mantep deh pemda udah cepet nanggepin keluhan warga,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
minta tolong petugas kelurahan kurang ramah saat melayani penduduk kapan diselesaikan,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
tolong lampu jalan di gang kami mati udah 2 minggu gelap bgt malem mohon perhatiannya,infrastruktur,urgen,Dinas Pekerjaan Umum
mohon limbah kimia ngalir ke sawah tanaman warga pada mati semua tolong dong,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
laporan: begal sering beroperasi di jalan alternatif desa ga ada patroli udah lama nih,keamanan,urgen,Satuan Polisi Pamong Praja
ada keluhan nih asap pabrik hitam pekat setiap hari ganggu warga sekitar terima kasih sebelumnya,kebersihan,urgen,Dinas Lingkungan Hidup
mas trotoar depan pasar rusak parah orang sering kesandung sudah kami laporkan berkali kali,infrastruktur,urgen,Dinas Pekerjaan Umum
kepada yth pemda program pkh kami dihentikan tanpa pemberitahuan dan alasan yang jelas terima kasih sebelumnya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
papan pengumuman di kantor kelurahan jarang diupdate,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
pengumuman kegiatan kelurahan sering terlambat disampaikan ke warga,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
pengaduan: penipuan berkedok arisan online makan banyak korban di kelurahan kami kami tunggu tindakannya,keamanan,urgen,Satuan Polisi Pamong Praja
terimakasih sudah mengadakan kegiatan bersih bersih di lingkungan kami,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
ruang tunggu kantor pelayanan gak ada tempat duduk yang cukup kami tunggu tindakannya,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
