teks_bersih,kategori,urgensi,instansi
bgl di jln tmbsan tiap mlm,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
tolong terimakasih sudah pasang lampu jalan di gang kami kami sangat terganggu,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
pelaku kekerasan dalam rumah tangga kabur setelah menyerang korban parah,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
selamat pagi mau lapor mantep deh pemda udah cepet nanggepin keluhan warga terima kasih sebelumnya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
ada keluhan nih terimakasih sudah mengadakan kegiatan bersih bersih di lingkungan kami kami tunggu tindakannya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mas motor parkir sembarangan di badan jalan ganggu arus lalu lintas tolong dong,keamanan,biasa,Satuan Polisi Pamong Praja
konflik warga udah berlangsung lama belum ada penyelesaian dari aparat tolong dong,keamanan,urgen,Satuan Polisi Pamong Praja
jln ambles dlm bgt mtr jth td mlm,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
halo pemda klinik desa ga ada dokter tetap cuma ada perawat minta tolong banget,kesehatan,urgen,Dinas Kesehatan
kepada yth pemda sampah di tps udah meluber ke jalan bau banget lalat dimana mana udah lama nih,kebersihan,urgen,Dinas Lingkungan Hidup
limbah b3 dibuang sembarangan di lahan kosong dekat pemukiman,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
pengumuman kegiatan kelurahan sering terlambat disampaikan ke masyarakat terima kasih sebelumnya,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
pos ronda di rt kami sudah rusak perlu diperbaiki warga resah ini,infrastruktur,biasa,Dinas Pekerjaan Umum
mau lapor nih terimakasih udah pasang lampu jalan di gang kami tolong perhatiannya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mau lapor nih data kependudukan saya masih salah di sistem setelah berkali kali lapor kami tunggu tindakannya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
bu sumber mata air desa kami tercemar limbah berwarna hijau berbau,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
halo selamat siang penduduk banyak sesak napas akibat polusi pabrik terdekat mohon perhatiannya,kesehatan,sangat_urgen,Dinas Kesehatan
permisi mau lapor formulir pendaftaran di kelurahan susah didapat mohon ditindak,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
saluran air kecil di gang agak tersumbat daun segera ya pak,infrastruktur,biasa,Dinas Pekerjaan Umum
website kelurahan kami tidak pernah diperbarui informasinya,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
selamat pagi mau lapor rumput di taman kota tumbuh liar perlu dipangkas,kebersihan,biasa,Dinas Lingkungan Hidup
mau lapor nih jalan amblas dalam banget motor aku sampe jatuh tadi malem tolong cepet ditangani,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
permisi mau lapor pembuangan sampah ilegal di pinggir sawah menggunung mohon perhatiannya,kebersihan,urgen,Dinas Lingkungan Hidup
pak krcunan masal kntin sklh bnyk anak mth minta tolong,kesehatan,sangat_urgen,Dinas Kesehatan
laporan: ada pengedar narkoba di lingkungan kami udah lapor tapi belum ada tindakan,keamanan,urgen,Satuan Polisi Pamong Praja
penerangan jalan minim banget malem gelap gulita rawan kejahatan,keamanan,urgen,Satuan Polisi Pamong Praja
mau lapor nih sertifikat tanah saya ga kunjung kelar udah setaun nunggu udah lama nih,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
pak ambln dsa rsk ga bs dpke wrg skt prh minta tolong,kesehatan,sangat_urgen,Dinas Kesehatan
permisi mau lapor program pkh kami dihentikan tanpa pemberitahuan dan alasan yang jelas kapan diselesaikan,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
mau lapor nih bansos ga tepat sasaran tetangga mampu dapat saya yang susah malah tidak dapat kami tunggu tindakannya,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
mas perjudian ilegal beroperasi terang terangan di garasi rumah penduduk sdh kami laporkan berkali kali,keamanan,urgen,Satuan Polisi Pamong Praja
pengaduan: pasien penyakit jantung ga bisa dirujuk karena ga ada ambulans kapan diselesaikan,kesehatan,sangat_urgen,Dinas Kesehatan
sndikat pnipuan udh bnyk korban di sni,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
minta ada pedagang yang jualan di badan jalan bahayain pengendara kapan diselesaikan,keamanan,biasa,Satuan Polisi Pamong Praja
lampu di taman kota mati beberapa titik kami tunggu tindakannya,infrastruktur,biasa,Dinas Pekerjaan Umum
mau lapor nih tenaga kesehatan di desa kami mengundurkan diri tidak ada penggantinya harap segera ada tindakan,kesehatan,urgen,Dinas Kesehatan
nomor antrian di kantor kecamatan sistemnya masih manual,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
pak walikota salatiga keren banget programnya bagus kami parah terganggu,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
halo pemda sampah daun di depan rumah belum disapu petugas kapan diselesaikan,kebersihan,biasa,Dinas Lingkungan Hidup
wabah diare menyebar di desa kami udah 20 orang kena termasuk balita,kesehatan,sangat_urgen,Dinas Kesehatan
halo selamat siang sumber mata air desa kami tercemar limbah berwarna hijau berbau cepet ya pak,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
lampu di taman kota mati beberapa titik,infrastruktur,biasa,Dinas Pekerjaan Umum
halo pemda got besar penuh sampah plastik banjir kalo ujan cepat ya pak,kebersihan,urgen,Dinas Lingkungan Hidup
tolong imunisasi anak di kelurahan kami ga jalan udah berbulan bulan,kesehatan,urgen,Dinas Kesehatan
pengaduan: pasien kritis ditolak igd rs daerah katanya penuh padahal darurat,kesehatan,sangat_urgen,Dinas Kesehatan
rambu lalu lintas di tikungan tajam hilang ga ada gantinya,infrastruktur,urgen,Dinas Pekerjaan Umum
bayi gizi buruk parah di desa kami butuh bantuan segera,kesehatan,sangat_urgen,Dinas Kesehatan
halo pemda selokan penuh sampah plastik air meluap ke jalan kami tunggu tindakannya,kebersihan,urgen,Dinas Lingkungan Hidup
pengaduan: limbah b3 dibuang sembarangan di lahan kosong dekat pemukiman tolong dong,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
wabah dbd menyebar cepet udah 5 orang di rt kami positif,kesehatan,sangat_urgen,Dinas Kesehatan
mau lapor nih website kelurahan kami tidak pernah diperbarui informasinya kami sangat terganggu,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
permisi mau lapor kamar mandi puskesmas sering tidak ada airnya terima kasih sebelumnya,kesehatan,biasa,Dinas Kesehatan
perampok bersenjata masuk rmh warga tadi mlm segera pak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
laporan: jembatan gantung mau putus kabelnya udah pada karatan parah tolong diperhatikan,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
selamat pagi mau lapor bak sampah komunal di rt kami jarang diangkut tolong dong,kebersihan,biasa,Dinas Lingkungan Hidup
sktm buat daftar sekolah ga bisa didapat harus menyogok dulu,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
laporan: senang lihat kota kami makin rapi dan bersih kapan ada solusinya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
mas ada kasus meningitis di kampung kami 3 orang udah masuk icu tolong cepet ditangani,kesehatan,sangat_urgen,Dinas Kesehatan
pengaduan: pkl di trotoar bikin macet dan ganggu lalu lintas harap segera ada tindakan,keamanan,biasa,Satuan Polisi Pamong Praja
dengan hormat halte bus atapnya bocor ujan masuk warga resah ini,infrastruktur,biasa,Dinas Pekerjaan Umum
mas jam pelayanan di kantor desa terlalu singkat tutup terlalu cepat kami tunggu tindakannya,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
dengan hormat tenaga kesehatan di desa kami mengundurkan diri tidak ada penggantinya,kesehatan,urgen,Dinas Kesehatan
terimakasih dah pasang lampu jalan di gang kami warga resah ini,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
halo selamat siang tumpukan sampah terbakar asapnya tebal masuk ke rumah warga sesak napas,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mohon pasien penyakit jantung ga bisa dirujuk karena ga ada ambulans tolong cepet ditangani,kesehatan,sangat_urgen,Dinas Kesehatan
papan informasi kesehatan di puskesmas jarang diperbarui tolong dong,kesehatan,biasa,Dinas Kesehatan
dengan hormat gorong gorong di bawah jalan tersumbat air meluap ke jalan sudah kami laporkan berkali kali,infrastruktur,urgen,Dinas Pekerjaan Umum
bu ruang tunggu puskesmas sempit dan panas ga ada kipas angin,kesehatan,biasa,Dinas Kesehatan
minta tolong sktm buat daftar sekolah ga bisa didapat harus menyogok dulu tolong dong,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
ada keluhan nih trotoar di jalan retak retak minta tolong banget,infrastruktur,biasa,Dinas Pekerjaan Umum
kepada yth pemda sampah di tps udah meluber ke jalan bau banget lalat dimana mana,kebersihan,urgen,Dinas Lingkungan Hidup
pengaduan: pkl di trotoar bikin macet dan ganggu lalu lintas harap cepat ada tindakan,keamanan,biasa,Satuan Polisi Pamong Praja
begal bunuh pengendara motor di jln gelap deket desa kmi,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
ada keluhan nih petugas apotek puskesmas kurang ramah saat melayani kapan ada solusinya,kesehatan,biasa,Dinas Kesehatan
ruang tunggu kantor pelayanan tidak ada tempat duduk yang cukup,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
penculikan anak terjadi di dekat sekolah dasar tolong segera ditangani,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
pak prampok brsnjta msk rmh warga mlm bahaya bgt,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
minta tolong lapak pkl menghalangi akses masuk ke gang perumahan harap segera ada tindakan,keamanan,biasa,Satuan Polisi Pamong Praja
mau lapor nih sungai butek item bau masyarakat banyak yang kena penyakit kulit tolong cepet ditangani,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
selamat pagi mau lapor jalan amblas dalam banget motor aku sampe jatuh tadi malem tolong cepet ditangani,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mas ada pembuangan limbah ilegal di dekat sekolah baunya menyengat segera ya pak,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
halo selamat siang ada warga yang pelihara ayam di pemukiman padat bau dan berisik mohon ditindak,keamanan,biasa,Satuan Polisi Pamong Praja
halo selamat siang tenaga kesehatan di desa kami mengundurkan diri nggak ada penggantinya tolong cepet ditangani,kesehatan,urgen,Dinas Kesehatan
tempat pembuangan sampah sementara kelebihan kapasitas meluap kami tunggu tindakannya,kebersihan,urgen,Dinas Lingkungan Hidup
got kecil di rt kami jarang dibersihkan petugas kami tunggu tindakannya,kebersihan,biasa,Dinas Lingkungan Hidup
pak prampok brsnjta msk rmh warga mlm,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
minta tolong ada tambang ilegal beroperasi di wilayah kami merusak lingkungan mohon perhatiannya,keamanan,urgen,Satuan Polisi Pamong Praja
ada keluhan nih petugas kelurahan sering ga ada di tempat pas jam kerja mohon perhatiannya,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
halo pemda lingkungan rt kurang bersih perlu kerja bakti minta tolong banget,kebersihan,biasa,Dinas Lingkungan Hidup
bu plang nama gang kami copot perlu dipasang lagi minta tolong banget,infrastruktur,biasa,Dinas Pekerjaan Umum
info jadwal dokter di puskesmas ga pernah diupdate,kesehatan,biasa,Dinas Kesehatan
taman kota kotor banyak sampah dedaunan buru buru ya pak,kebersihan,biasa,Dinas Lingkungan Hidup
pak bnj msk rmh udh stinggi ltt,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
pengaduan: jambret hp terjadi siang hari di jalan ramai pelaku kabur kami tunggu tindakannya,keamanan,urgen,Satuan Polisi Pamong Praja
perampok bersenjata masuk ke rumah warga tadi malam segera ya pak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
phn bsr tmbng tttp jln utama ttl,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
motor trail sering ugal ugalan di jalan kampung ganggu warga,keamanan,biasa,Satuan Polisi Pamong Praja
mas rambu lalu lintas di tikungan tajam hilang ga ada gantinya udah lama nih,infrastruktur,urgen,Dinas Pekerjaan Umum
bu bpjs saya dinonaktifkan padahal iuran selalu bayar tepat waktu tolong dong,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
jmbtn gntg mau pts kbl kratan minta tolong,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
jalan desa berlubang lubang parah apalagi musim hujan warga resah ini,infrastruktur,urgen,Dinas Pekerjaan Umum
selamat pagi mau lapor sampah medis bekas jarum suntik berserakan di taman bermain anak tolong diperhatikan,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
pemkot salatiga keren programnya pro rakyat terima kasih sebelumnya,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
permisi mau lapor drainase gang depan rumah agak bau perlu dikuras tolong dong,kebersihan,biasa,Dinas Lingkungan Hidup
permisi mau lapor sktm buat daftar sekolah ga bisa didapat harus menyogok dulu udah lama nih,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
limbah pabrik dibuang ke kali sumber air minum warga pada mual mual,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
halo pemda tempat parkir rs daerah kurang luas sering penuh mohon perhatiannya,kesehatan,biasa,Dinas Kesehatan
pak jln ambles dlm bgt mtr jth td mlm,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
tawuran pake celurit ada korban masuk ugd luka parah segera pak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
balita di desa kami banyak yang kena gizi buruk butuh intervensi segera sudah kami laporkan berkali kali,kesehatan,sangat_urgen,Dinas Kesehatan
parkir di kantor kecamatan gak tertata dengan baik tolong cepet ditangani,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
loket pelayanan ktp cuma buka sampai jam 11 terlalu singkat kapan ada solusinya,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
selamat pagi mau lapor mantep deh pemda udah cepet nanggepin keluhan warga warga resah ini,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
halo selamat siang pengurusan izin mendirikan bangunan udah setahun nggak selesai,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
halo pemda data penerima bantuan sosial tidak diperbarui masih pakai data lama,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
begal sering beroperasi di jalan alternatif desa ga ada patroli sudah kami laporkan berkali kali,keamanan,urgen,Satuan Polisi Pamong Praja
phn bsr tmbng tttp jln utama ttl tolong cepet,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mau lapor nih tenaga kesehatan di desa kami mengundurkan diri tidak ada penggantinya tolong cepet ditangani,kesehatan,urgen,Dinas Kesehatan
mau lapor nih informasi syarat urus ktp di website ga update tolong cepet ditangani,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
mas tembok penahan tanah jebol longsor ancam rumah penduduk di bawah warga resah ini,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
saluran air besar jebol banjir rendam puluhan rumah warga,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
minta tolong petugas kelurahan kurang ramah saat melayani penduduk kapan diselesaikan,administrasi,biasa,Dinas Kependudukan dan Catatan Sipil
tolong urus izin usaha kecil dipersulit minta biaya yang ga jelas kami sangat terganggu,administrasi,urgen,Dinas Kependudukan dan Catatan Sipil
tolong jembatan retak parah goyang banget kalo dilewati truk tolong cepet ditangani,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
laporan: smph mds jrm sntk brsrkan di tmn ank segera pak,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
jembatan retak parah goyang banget kalo dilewati truk,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
halo pemda pasar tradisional sampahnya numpuk bau amis kemana mana mohon ditindak,kebersihan,urgen,Dinas Lingkungan Hidup
kepada yth pemda ada kasus tbc menyebar di lingkungan padat penduduk butuh penanganan cepat masyarakat resah ini,kesehatan,sangat_urgen,Dinas Kesehatan
mohon ada warga yang pelihara ayam di pemukiman padat bau dan berisik mohon ditindak,keamanan,biasa,Satuan Polisi Pamong Praja
got kecil di rt kami jarang dibersihkan petugas harap segera ada tindakan,kebersihan,biasa,Dinas Lingkungan Hidup
sampah medis bekas jarum suntik berserakan di taman bermain anak sudah kami laporkan berkali kali,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
mohon perampok bersenjata masuk ke rumah warga tadi malam harap segera ada tindakan,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
pak perampok bersenjata masuk ke rumah warga tadi malam,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
mau lapor nih posyandu ga aktif udah 4 bulan balita ga ada yang pantau udah lama nih,kesehatan,urgen,Dinas Kesehatan
kepada yth pemda got besar penuh sampah plastik banjir kalo ujan terima kasih sebelumnya,kebersihan,urgen,Dinas Lingkungan Hidup
jambret hp terjadi siang hari di jalan ramai pelaku kabur,keamanan,urgen,Satuan Polisi Pamong Praja
pak ibu hmil mau lhrn tp bdn ga ad,kesehatan,sangat_urgen,Dinas Kesehatan
sumber mata air desa kami tercemar limbah berwarna hijau berbau,kebersihan,sangat_urgen,Dinas Lingkungan Hidup
cat marka jalan udah pudar ga keliatan penduduk resah ini,infrastruktur,biasa,Dinas Pekerjaan Umum
pengamen sering minta uang paksa di warung warung,keamanan,biasa,Satuan Polisi Pamong Praja
pengaduan: got depan rumah agak kotor perlu dikuras tolong cepet ditangani,kebersihan,biasa,Dinas Lingkungan Hidup
lampu merah di perempatan rusak rawan kecelakaan tolong diperhatikan,infrastruktur,urgen,Dinas Pekerjaan Umum
laporan: pnclik anak dkt sklh td pg segera pak,keamanan,sangat_urgen,Satuan Polisi Pamong Praja
jalan longsor nutup akses ke 3 desa warga ga bisa kemana mana,infrastruktur,sangat_urgen,Dinas Pekerjaan Umum
mas selokan penuh sampah plastik air meluap ke jalan segera ya pak,kebersihan,urgen,Dinas Lingkungan Hidup
halo selamat siang motor parkir sembarangan di badan jalan ganggu arus lalu lintas,keamanan,biasa,Satuan Polisi Pamong Praja
mohon halo pak bupati semoga sehat selalu dan sukses terus minta tolong banget,administrasi,tidak_urgen,Dinas Kependudukan dan Catatan Sipil
